Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"PTPN3","Protein Tyrosine Phosphatase Non-Receptor Type 3","Protein Coding","P26045","51","GC09M109375","5.96857070922852","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPN3"
"PMAIP1","Phorbol-12-Myristate-13-Acetate-Induced Protein 1","Protein Coding","Q13794","48","GC18P059899","5.96822834014893","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PMAIP1"
"GPER1","G Protein-Coupled Estrogen Receptor 1","Protein Coding","Q99527","49","GC07P011353","5.96760654449463","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPER1"
"PDE6D","Phosphodiesterase 6D","Protein Coding","O43924","51","GC02M231732","5.96621561050415","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDE6D"
"MIR101-1","MicroRNA 101-1","RNA Gene","","26","GC01M065058","5.96407270431519","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR101-1"
"TNFAIP2","TNF Alpha Induced Protein 2","Protein Coding","Q03169","41","GC14P115801","5.96358108520508","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFAIP2"
"CD47","CD47 Molecule","Protein Coding","Q08722","53","GC03M108043","5.95608472824097","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD47"
"NDUFAF2","NADH:Ubiquinone Oxidoreductase Complex Assembly Factor 2","Protein Coding","Q8N183","49","GC05P060945","5.95404052734375","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFAF2"
"H1-2","H1.2 Linker Histone, Cluster Member","Protein Coding","P16403","48","GC06M093421","5.95139837265015","https://www.genecards.org/cgi-bin/carddisp.pl?gene=H1-2"
"AGK","Acylglycerol Kinase","Protein Coding","Q53H12","50","GC07P141551","5.95093536376953","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AGK"
"IREB2","Iron Responsive Element Binding Protein 2","Protein Coding","P48200","54","GC15P078437","5.94737195968628","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IREB2"
"STK4","Serine/Threonine Kinase 4","Protein Coding","Q13043","57","GC20P044966","5.94266128540039","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STK4"
"MT-TH","Mitochondrially Encoded TRNA-His (CAU/C)","RNA Gene","","19","GCMTP012140","5.94239044189453","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-TH"
"ALAD","Aminolevulinate Dehydratase","Protein Coding","P13716","55","GC09M113386","5.94138336181641","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALAD"
"RIPK3","Receptor Interacting Serine/Threonine Kinase 3","Protein Coding","Q9Y572","52","GC14M024336","5.9407377243042","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RIPK3"
"MIR196A2","MicroRNA 196a-2","RNA Gene","","29","GC12P060518","5.93740177154541","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR196A2"
"CHRNA5","Cholinergic Receptor Nicotinic Alpha 5 Subunit","Protein Coding","P30532","54","GC15P078565","5.93676805496216","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHRNA5"
"FCER2","Fc Epsilon Receptor II","Protein Coding","P06734","52","GC19M091948","5.93507862091064","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FCER2"
"GRIA2","Glutamate Ionotropic Receptor AMPA Type Subunit 2","Protein Coding","P42262","60","GC04P157204","5.9350700378418","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRIA2"
"MAP1LC3B","Microtubule Associated Protein 1 Light Chain 3 Beta","Protein Coding","Q9GZQ8","50","GC16P095222","5.93465709686279","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP1LC3B"
"ACO1","Aconitase 1","Protein Coding","P21399","52","GC09P032374","5.92989635467529","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACO1"
"CUL1","Cullin 1","Protein Coding","Q13616","53","GC07P148697","5.92918491363525","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CUL1"
"MAZ","MYC Associated Zinc Finger Protein","Protein Coding","P56270","47","GC16P029806","5.9256706237793","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAZ"
"CDC6","Cell Division Cycle 6","Protein Coding","Q99741","54","GC17P040287","5.92542028427124","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDC6"
"PON3","Paraoxonase 3","Protein Coding","Q15166","53","GC07M095359","5.92411327362061","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PON3"
"HBEGF","Heparin Binding EGF Like Growth Factor","Protein Coding","Q99075","53","GC05M140332","5.91743850708008","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HBEGF"
"CXCL9","C-X-C Motif Chemokine Ligand 9","Protein Coding","Q07325","48","GC04M076001","5.91646432876587","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCL9"
"IQGAP1","IQ Motif Containing GTPase Activating Protein 1","Protein Coding","P46940","52","GC15P090388","5.91584014892578","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IQGAP1"
"H1-4","H1.4 Linker Histone, Cluster Member","Protein Coding","P10412","51","GC06P136846","5.91378259658813","https://www.genecards.org/cgi-bin/carddisp.pl?gene=H1-4"
"ERAL1","Era Like 12S Mitochondrial RRNA Chaperone 1","Protein Coding","O75616","46","GC17P111780","5.91004800796509","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERAL1"
"PTPRU","Protein Tyrosine Phosphatase Receptor Type U","Protein Coding","Q92729","50","GC01P029236","5.90866708755493","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPRU"
"SLC18A3","Solute Carrier Family 18 Member A3","Protein Coding","Q16572","52","GC10P049610","5.90815877914429","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC18A3"
"DNTT","DNA Nucleotidylexotransferase","Protein Coding","P04053","51","GC10P096304","5.90739774703979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNTT"
"BDKRB2","Bradykinin Receptor B2","Protein Coding","P30411","53","GC14P096205","5.90546655654907","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BDKRB2"
"GYS1","Glycogen Synthase 1","Protein Coding","P13807","58","GC19M093064","5.90207529067993","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GYS1"
"ENOSF1","Enolase Superfamily Member 1","Protein Coding","Q7L5Y1","44","GC18M001071","5.90177822113037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENOSF1"
"UCN","Urocortin","Protein Coding","P55089","46","GC02M027308","5.90159797668457","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UCN"
"IFIT1","Interferon Induced Protein With Tetratricopeptide Repeats 1","Protein Coding","P09914","47","GC10P109390","5.90138721466064","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFIT1"
"HACE1","HECT Domain And Ankyrin Repeat Containing E3 Ubiquitin Protein Ligase 1","Protein Coding","Q8IYU2","49","GC06M104728","5.8994026184082","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HACE1"
"MCM4","Minichromosome Maintenance Complex Component 4","Protein Coding","P33991","54","GC08P047966","5.89768362045288","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MCM4"
"GRM6","Glutamate Metabotropic Receptor 6","Protein Coding","O15303","53","GC05M179371","5.89615821838379","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRM6"
"KIR2DL4","Killer Cell Immunoglobulin Like Receptor, Two Ig Domains And Long Cytoplasmic Tail 4","Protein Coding","Q99706","45","GC19P113696","5.8958535194397","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIR2DL4"
"MAP3K20","Mitogen-Activated Protein Kinase Kinase Kinase 20","Protein Coding","Q9NYL2","53","GC02P173076","5.89543533325195","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP3K20"
"EEF2","Eukaryotic Translation Elongation Factor 2","Protein Coding","P13639","56","GC19M003976","5.89472103118896","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EEF2"
"GSTZ1","Glutathione S-Transferase Zeta 1","Protein Coding","O43708","50","GC14P077320","5.89457178115845","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GSTZ1"
"LIG1","DNA Ligase 1","Protein Coding","P18858","55","GC19M048115","5.89198303222656","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LIG1"
"TUBA1B","Tubulin Alpha 1b","Protein Coding","P68363","53","GC12M049127","5.89187812805176","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUBA1B"
"MIR26A1","MicroRNA 26a-1","RNA Gene","","28","GC03P037969","5.8885760307312","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR26A1"
"PIAS2","Protein Inhibitor Of Activated STAT 2","Protein Coding","O75928","47","GC18M046808","5.88811206817627","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIAS2"
"CASC3","CASC3 Exon Junction Complex Subunit","Protein Coding","O15234","41","GC17P040140","5.88779973983765","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASC3"
"GHSR","Growth Hormone Secretagogue Receptor","Protein Coding","Q92847","55","GC03M172443","5.88727331161499","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GHSR"
"ENTPD1","Ectonucleoside Triphosphate Diphosphohydrolase 1","Protein Coding","P49961","58","GC10P109494","5.88650798797607","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENTPD1"
"LGALS4","Galectin 4","Protein Coding","P56470","47","GC19M092746","5.88648128509521","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LGALS4"
"CD59","CD59 Molecule (CD59 Blood Group)","Protein Coding","P13987","55","GC11M033717","5.88391208648682","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD59"
"CYP4F2","Cytochrome P450 Family 4 Subfamily F Member 2","Protein Coding","P78329","51","GC19M015878","5.88104248046875","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP4F2"
"KCNN3","Potassium Calcium-Activated Channel Subfamily N Member 3","Protein Coding","Q9UGI6","51","GC01M154697","5.87949085235596","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNN3"
"MIR124-3","MicroRNA 124-3","RNA Gene","","23","GC20P066972","5.87661933898926","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR124-3"
"MIR361","MicroRNA 361","RNA Gene","","25","GC0XM085903","5.87449884414673","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR361"
"SESN3","Sestrin 3","Protein Coding","P58005","43","GC11M126079","5.87114906311035","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SESN3"
"CLCN2","Chloride Voltage-Gated Channel 2","Protein Coding","P51788","54","GC03M184346","5.86755323410034","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLCN2"
"EP400","E1A Binding Protein P400","Protein Coding","Q96L91","43","GC12P131949","5.86710929870605","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EP400"
"UQCRB","Ubiquinol-Cytochrome C Reductase Binding Protein","Protein Coding","P14927","51","GC08M096225","5.86293029785156","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UQCRB"
"SUCLA2","Succinate-CoA Ligase ADP-Forming Subunit Beta","Protein Coding","Q9P2R7","54","GC13M047745","5.85788822174072","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SUCLA2"
"ADIPOR2","Adiponectin Receptor 2","Protein Coding","Q86V24","50","GC12P001670","5.85679244995117","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADIPOR2"
"CREM","CAMP Responsive Element Modulator","Protein Coding","Q03060","48","GC10P035126","5.85438060760498","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CREM"
"MIR532","MicroRNA 532","RNA Gene","","24","GC0XP057619","5.85410261154175","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR532"
"CD86","CD86 Molecule","Protein Coding","P42081","53","GC03P122055","5.85354852676392","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD86"
"CD81","CD81 Molecule","Protein Coding","P60033","54","GC11P010694","5.85154294967651","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD81"
"NUDT6","Nudix Hydrolase 6","Protein Coding","P53370","46","GC04M122888","5.85108375549316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUDT6"
"SSBP1","Single Stranded DNA Binding Protein 1","Protein Coding","Q04837","49","GC07P159543","5.85074186325073","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SSBP1"
"PRKAG1","Protein Kinase AMP-Activated Non-Catalytic Subunit Gamma 1","Protein Coding","P54619","51","GC12M049002","5.84947347640991","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKAG1"
"MDH1","Malate Dehydrogenase 1","Protein Coding","P40925","51","GC02P063557","5.84777307510376","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MDH1"
"SAR1A","Secretion Associated Ras Related GTPase 1A","Protein Coding","Q9NR31","46","GC10M070147","5.84474945068359","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SAR1A"
"KLF2","KLF Transcription Factor 2","Protein Coding","Q9Y5W3","47","GC19P112590","5.84435844421387","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLF2"
"H1-5","H1.5 Linker Histone, Cluster Member","Protein Coding","P16401","46","GC06M094893","5.84138488769531","https://www.genecards.org/cgi-bin/carddisp.pl?gene=H1-5"
"LTBP2","Latent Transforming Growth Factor Beta Binding Protein 2","Protein Coding","Q14767","52","GC14M074498","5.84000730514526","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LTBP2"
"SRSF1","Serine And Arginine Rich Splicing Factor 1","Protein Coding","Q07955","51","GC17M078409","5.83912944793701","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRSF1"
"FURIN","Furin, Paired Basic Amino Acid Cleaving Enzyme","Protein Coding","P09958","56","GC15P090868","5.8375768661499","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FURIN"
"MIR212","MicroRNA 212","RNA Gene","","27","GC17M002050","5.83701610565186","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR212"
"GRM5","Glutamate Metabotropic Receptor 5","Protein Coding","P41594","56","GC11M088504","5.83658695220947","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRM5"
"MIR429","MicroRNA 429","RNA Gene","","27","GC01P020466","5.83649635314941","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR429"
"SLPI","Secretory Leukocyte Peptidase Inhibitor","Protein Coding","P03973","50","GC20M045252","5.83573722839355","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLPI"
"MIR342","MicroRNA 342","RNA Gene","","27","GC14P100109","5.83544445037842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR342"
"CTAG1B","Cancer/Testis Antigen 1B","Protein Coding","P78358","38","GC0XM154617","5.83527708053589","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTAG1B"
"HMMR","Hyaluronan Mediated Motility Receptor","Protein Coding","O75330","53","GC05P163466","5.83489942550659","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HMMR"
"HSPB2","Heat Shock Protein Family B (Small) Member 2","Protein Coding","Q16082","48","GC11P112498","5.83279609680176","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPB2"
"STEAP3","STEAP3 Metalloreductase","Protein Coding","Q658P3","53","GC02P143746","5.83265018463135","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STEAP3"
"H2BC4","H2B Clustered Histone 4","Protein Coding","P62807","37","GC06M094899","5.83224821090698","https://www.genecards.org/cgi-bin/carddisp.pl?gene=H2BC4"
"MBTPS1","Membrane Bound Transcription Factor Peptidase, Site 1","Protein Coding","Q14703","52","GC16M084053","5.83120965957642","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MBTPS1"
"PDK4","Pyruvate Dehydrogenase Kinase 4","Protein Coding","Q16654","52","GC07M095583","5.82940673828125","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDK4"
"DLX2","Distal-Less Homeobox 2","Protein Coding","Q07687","46","GC02M172099","5.82500791549683","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DLX2"
"PERP","P53 Apoptosis Effector Related To PMP22","Protein Coding","Q96FX8","47","GC06M138088","5.82215404510498","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PERP"
"FERMT1","FERM Domain Containing Kindlin 1","Protein Coding","Q9BQL6","51","GC20M006074","5.81468439102173","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FERMT1"
"CUBN","Cubilin","Protein Coding","O60494","54","GC10M016824","5.80773735046387","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CUBN"
"TRPA1","Transient Receptor Potential Cation Channel Subfamily A Member 1","Protein Coding","O75762","56","GC08M072019","5.80479431152344","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRPA1"
"ATP2B1","ATPase Plasma Membrane Ca2+ Transporting 1","Protein Coding","P20020","51","GC12M089588","5.80397796630859","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP2B1"
"PHF1","PHD Finger Protein 1","Protein Coding","O43189","48","GC06P134912","5.80376482009888","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PHF1"
"ECHS1","Enoyl-CoA Hydratase, Short Chain 1","Protein Coding","P30084","54","GC10M133362","5.79977130889893","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ECHS1"
"MIR485","MicroRNA 485","RNA Gene","","25","GC14P116766","5.7953519821167","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR485"
"GNAT2","G Protein Subunit Alpha Transducin 2","Protein Coding","P19087","52","GC01M109603","5.7947678565979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNAT2"
"PLCG2","Phospholipase C Gamma 2","Protein Coding","P16885","60","GC16P081779","5.79457378387451","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLCG2"
"UQCRFS1","Ubiquinol-Cytochrome C Reductase, Rieske Iron-Sulfur Polypeptide 1","Protein Coding","P47985","54","GC19M029205","5.79296016693115","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UQCRFS1"
"SLC5A5","Solute Carrier Family 5 Member 5","Protein Coding","Q92911","52","GC19P112622","5.79205799102783","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC5A5"
"PTPRO","Protein Tyrosine Phosphatase Receptor Type O","Protein Coding","Q16827","53","GC12P039278","5.79190254211426","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPRO"
"PRTN3","Proteinase 3","Protein Coding","P24158","54","GC19P000840","5.79173278808594","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRTN3"
"ACOD1","Aconitate Decarboxylase 1","Protein Coding","A6NK06","31","GC13P076949","5.79169845581055","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACOD1"
"HDC","Histidine Decarboxylase","Protein Coding","P19113","53","GC15M050241","5.79019117355347","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HDC"
"BANF1","BAF Nuclear Assembly Factor 1","Protein Coding","O75531","51","GC11P066002","5.7898097038269","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BANF1"
"PAF1","PAF1 Homolog, Paf1/RNA Polymerase II Complex Component","Protein Coding","Q8N7H5","46","GC19M039385","5.78639268875122","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAF1"
"TRIM24","Tripartite Motif Containing 24","Protein Coding","O15164","54","GC07P138460","5.78481960296631","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIM24"
"CYGB","Cytoglobin","Protein Coding","Q8WWM9","48","GC17M076527","5.78463888168335","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYGB"
"GSTA1","Glutathione S-Transferase Alpha 1","Protein Coding","P08263","50","GC06M052791","5.77833461761475","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GSTA1"
"SCP2","Sterol Carrier Protein 2","Protein Coding","P22307","54","GC01P052927","5.77617406845093","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCP2"
"TMPRSS6","Transmembrane Serine Protease 6","Protein Coding","Q8IU80","53","GC22M077092","5.77554893493652","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMPRSS6"
"TRIM33","Tripartite Motif Containing 33","Protein Coding","Q9UPN9","51","GC01M114392","5.77200031280518","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIM33"
